"","location","start","end","enrolled","cap","day"
"1686","SAGE 3101","1400","1550",90,100,5
"1687","SAGE 3205","1200","1350",15,19,5
"1688","SAGE 3205","1400","1550",5,19,5
"1689","SAGE 3205","1600","1750",9,19,5
"1690","SAGE 3303","0830","0950",99,300,5
"1691","SAGE 3303","1000","1050",206,240,5
"1692","SAGE 3303","1200","1350",224,236,5
"1693","SAGE 3303","1400","1550",297,314,5
"1694","SAGE 3510","0800","0950",70,140,5
"1695","SAGE 3510","1030","1150",133,123,5
"1696","SAGE 3510","1200","1250",192,240,5
"1697","SAGE 3510","1300","1350",105,150,5
"1698","SAGE 3510","1400","1550",165,160,5
"1699","SAGE 3704","1200","1320",96,105,5
"1700","SAGE 3704","1600","1750",100,120,5
"1701","SAGE 3705","0900","1150",25,36,5
"1702","SAGE 3705","1400","1550",20,19,5
"1703","SAGE 3705","1600","1750",116,120,5
"1704","SAGE 3713","1000","1150",26,70,5
"1705","SAGE 3713","1200","1350",44,70,5
"1706","SAGE 3713","1400","1750",7,35,5
"1707","SAGE 4101","1000","1120",72,75,5
"1708","SAGE 4101","1200","1320",54,60,5
"1709","SAGE 4101","1400","1550",48,60,5
"1710","SAGE 4112","1000","1150",70,70,5
"1711","SAGE 4112","1200","1350",28,27,5
"1712","SAGE 4112","1600","1750",112,120,5
"1713","SAGE 4203","0800","0950",32,38,5
"1714","SAGE 4203","1400","1550",20,18,5
"1715","SAGE 4203","1600","1750",76,120,5
"1716","SAGE 4304","1000","1150",8,19,5
"1717","SAGE 4510","0830","0950",30,36,5
"1718","SAGE 4510","1000","1120",46,49,5
"1719","SAGE 4510","1200","1350",37,50,5
"1720","SAGE 4510","1400","1550",12,30,5
"1721","SAGE 4510","1600","1750",52,120,5
"1722","SAGE 4711","1000","1150",12,19,5
"1723","SAGE 4711","1200","1350",19,19,5
"1724","SAGE 4711","1600","1750",19,19,5
"1725","SAGE 5101","0800","0950",54,90,5
"1726","SAGE 5101","1000","1130",67,90,5
"1727","SAGE 5101","1200","1320",67,85,5
"1728","SAGE 5101","1400","1550",67,73,5
"1729","SAGE 5510","0800","0950",52,60,5
"1730","SAGE 5510","1000","1150",45,50,5
"1731","SAGE 5510","1200","1350",96,130,5
"1732","SAGE 5510","1400","1550",36,40,5
"1733","SAGE 5711","1000","1150",36,38,5
"1734","SAGE 5711","1200","1350",18,19,5
"1735","SAGE 5711","1400","1550",24,25,5
"1736","TROY 2012","0800","0950",11,60,5
"1737","TROY 2012","1000","1150",64,70,5
"1738","TROY 2012","1200","1350",38,60,5
"1739","TROY 2012","1400","1520",132,180,5
"1740","TROY 2015","1000","1150",3,3,5
"1741","TROY 2015","1200","1350",34,35,5
"1742","TROY 2015","1400","1550",5,20,5
"1743","TROY 2018","1000","1150",35,49,5
"1744","TROY 2018","1200","1350",4,5,5
"1745","VORHES NO","1000","1120",8,10,5
"1746","VORHES NO","1200","1350",7,38,5
"1747","VORHES NO","1400","1550",20,110,5
"1748","VORHES SO","0800","0850",60,60,5
"1749","VORHES SO","0900","0950",60,60,5
"1750","VORHES SO","1000","1150",23,40,5
"1751","VORHES SO","1200","1350",19,19,5
"1752","VORHES SO","1400","1550",60,60,5
"1753","WALKER 3214","0800","1050",18,20,5
"1754","WALKER 3214","1300","1550",16,20,5
"1755","WALKER 5113","0800","1050",45,60,5
"1756","WALKER 5113","1100","1350",20,60,5
"1757","WALKER 5113","1400","1650",54,60,5
"1758","WALKER 6113","1000","1050",41,48,5
"1759","WALKER 6113","1200","1350",60,65,5
"1760","WEST 112","1000","1150",11,38,5
"1761","WEST 112","1400","1550",7,19,5
"1762","WEST 211","1000","1150",57,57,5
"1763","WEST 211","1200","1350",22,19,5
"1764","WEST 214","0800","0950",14,19,5
"1765","WEST 214","1000","1150",54,57,5
"1766","WEST 214","1200","1350",16,19,5
"1767","WEST 214","1400","1550",12,19,5
"1768","WEST 323","1000","1150",10,19,5
"1769","WEST 323","1200","1350",18,19,5
"1770","WEST 326","0800","0950",17,19,5
"1771","WEST 326","1000","1150",6,19,5
"1772","WEST 326","1200","1350",21,19,5
"1773","WEST 411","1000","1150",15,19,5
"1774","WEST 411","1200","1350",20,19,5
"1775","WEST AUD","1000","1120",218,240,5
"1776","WEST AUD","1200","1320",324,360,5
"1777","WEST AUD","1400","1550",52,50,5
